id,title,main_picture,start_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,end_date
3665,Ginga Eiyuu Densetsu Gaiden (1999),"{'medium': 'https://cdn.myanimelist.net/images/anime/1682/134157.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1682/134157l.jpg'}",1999-12-24,"Ginga Eiyuu Densetsu Gaiden (1999) is the second of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This second adaptation follows the achievements of Yang Wen-li of the Free Planets Alliance before the fateful Battle of Astarte, and continues the tales of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire.

Spiral Labyrinth
Yang is propelled to the spotlight after his famous evacuation of civilians from El Facil. Following an unofficial double promotion and a flurry of media attention, he chronicles his research of the Year 730 Mafia—a close-knit group of Alliance military officers centered around the famed tactician Bruce Ashbey. He investigates a startling claim by Ashbey's deceased widow that may have enormous political ramifications: that the great war hero was not killed in action but murdered.

The Mutineer
Reinhard and Kircheis are posted on the destroyer Hameln II, docked at Iserlohn Fortress. After gaining the respect of the crew, Reinhard's leadership is tested when the captain is severely wounded and passes command authority to Reinhard, the next-highest ranking officer on deck.

The Duelist
While Reinhard and Kircheis are working in the Imperial capital Odin, Reinhard learns of a mining rights dispute involving Dorothea von Schaffhausen, a friend of his sister Annerose von Grünewald. Upon hearing that Count Herxheimer intends to settle the matter with a duel, Reinhard volunteers to represent the Schaffhausen family.

The Retriever
After falling out of favor with the nobility, Count Herxheimer is trying to escape to the Free Planets Alliance with a stolen Seffle particle generator prototype. Reinhard is tasked with retrieving both the prototype and the defector, but is only assigned the cruiser Hässliche Entlein due to the confidential nature of the mission.

The Third Battle of Tiamat
To commemorate the 30th year of the reign of Kaiser Friedrich IV, the Empire announces a large-scale military campaign against the Free Planets Alliance. In the ensuing clash between the Imperial expeditionary force and three Alliance fleets, Reinhard's timely intervention shapes the tides of war.

[Written by MAL Rewrite]",8.05,537.0,4719,19898,7383,white,2008-01-02T21:05:12+00:00,2022-03-18T19:39:11+00:00,ova,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",28,"{'year': 1999, 'season': 'fall'}",,novel,1560,r,,"[{'id': 1269, 'name': 'K-Factory'}]","{'status': {'watching': '927', 'completed': '9065', 'on_hold': '710', 'dropped': '365', 'plan_to_watch': '8828'}, 'num_list_users': 19895}",2000-07-21
111,Corrector Yui,"{'medium': 'https://cdn.myanimelist.net/images/anime/1696/105659.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1696/105659l.jpg'}",1999-04-09,"Yui is an average schoolgirl who lives in a future where all computers are supported by a single global network known as COMNET. Yui is a computer-illiterate girl who after a computer-lab accident is approached by IR, a raccoon looking corrector computer program, which tells her she must save COMNET. She must stop the rogue A.I. (Artificial Intelligence) computer program known as Grosser and his hench-programs from taking over the world. Grosser was originally designed to be that manager of all of COMNET. At first she's very reluctant to play the heroine because of her complete lack of knowledge and ability with computers. To save COMNET she must find and gain the trust of the other seven wayward corrector programs. They must also find the creator or COMNET Professor Inukai, to help stop Grosser for good.

(Source: ANN)",7.02,4052.0,5104,16328,6856,white,2005-11-11T14:21:48+00:00,2022-09-03T08:49:10+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}]",52,"{'year': 1999, 'season': 'spring'}","{'day_of_the_week': 'friday', 'start_time': '18:00'}",original,1500,g,,"[{'id': 22, 'name': 'Nippon Animation'}]","{'status': {'watching': '707', 'completed': '8770', 'on_hold': '868', 'dropped': '1144', 'plan_to_watch': '4837'}, 'num_list_users': 16326}",2000-10-20
2076,Kindaichi Shounen no Jikenbo,"{'medium': 'https://cdn.myanimelist.net/images/anime/1702/120440.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1702/120440l.jpg'}",1997-04-07,"Hajime Kindaichi's unorganized appearance and lax nature may give the impression of an average high school student, but a book should never be judged by its cover. Hajime is the grandson of the man who was once Japan's greatest detective, and he is also a remarkable sleuth himself.

With the help of his best friend, Miyuki Nanase, and the peculiar inspector Isamu Kenmochi, Hajime travels to remote islands, ominous towns, abysmal seas, and other hostile environments. His life's mission is to uncover the truth behind some of the most cunning, grueling, and disturbing mysteries the world has ever faced.

[Written by MAL Rewrite]",7.94,686.0,3914,30190,7525,white,2007-03-10T00:31:59+00:00,2022-04-10T20:38:05+00:00,tv,finished_airing,"[{'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",148,"{'year': 1997, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '19:00'}",manga,1460,r,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '3307', 'completed': '7059', 'on_hold': '2486', 'dropped': '1476', 'plan_to_watch': '15860'}, 'num_list_users': 30188}",2000-09-11
527,Pokemon,"{'medium': 'https://cdn.myanimelist.net/images/anime/13/73834.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/13/73834l.jpg'}",1997-04-01,"Pokémon are peculiar creatures with a vast array of different abilities and appearances; many people, known as Pokémon trainers, capture and train them, often with the intent of battling others. Young Satoshi has not only dreamed of becoming a Pokémon trainer but also a ""Pokémon Master,"" and on the arrival of his 10th birthday, he finally has a chance to make that dream a reality. Unfortunately for him, all three Pokémon available to beginning trainers have already been claimed and only Pikachu, a rebellious Electric-type Pokémon, remains. However, this chance encounter would mark the start of a lifelong friendship and an epic adventure!

Setting off on a journey to become the very best, Satoshi and Pikachu travel across beautiful, sprawling regions with their friends Kasumi, a Water-type trainer, and Takeshi, a Rock-type trainer. But danger lurks around every corner. The infamous Team Rocket is always nearby, seeking to steal powerful Pokémon through nefarious schemes. It'll be up to Satoshi and his friends to thwart their efforts as he also strives to earn the eight Pokémon Gym Badges he'll need to challenge the Pokémon League, and eventually claim the title of Pokémon Master. 

[Written by MAL Rewrite]",7.38,2270.0,333,617853,392535,white,2006-01-05T16:54:57+00:00,2023-08-08T19:54:21+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",276,"{'year': 1997, 'season': 'spring'}","{'day_of_the_week': 'thursday', 'start_time': '19:00'}",game,1440,pg,,"[{'id': 28, 'name': 'OLM'}]","{'status': {'watching': '44853', 'completed': '448596', 'on_hold': '37834', 'dropped': '58997', 'plan_to_watch': '27564'}, 'num_list_users': 617844}",2002-11-14
593,Mugen no Ryvius,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/16734.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/16734l.jpg'}",1999-10-06," The year is AD 2225. Kouji Aiba and Aoi Housen are serving as astronauts in-training in Liebe Delta which is located on the edge of the Geduld Sea. When saboteurs with unknown intents suddenly strike during a routine dive procedure, the space station plummets into the Geduld, a plasma field that links all the planets like a nervous system and crushes any ship that strays too far into it. With all the adults onboard killed, the young astronauts will have to survive this long journey home in midst of the growing tension amongst each other. Meanwhile the organizers of the sabotage look on and prepare to attack once more. 
",7.43,2032.0,3226,43796,12262,white,2006-01-26T12:51:50+00:00,2023-01-26T04:21:33+00:00,tv,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",26,"{'year': 1999, 'season': 'fall'}","{'day_of_the_week': 'wednesday', 'start_time': '18:00'}",original,1425,pg_13,The series won the Television Award in the 5th Animation Kobe Awards in 2000.,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '2100', 'completed': '14104', 'on_hold': '1851', 'dropped': '1694', 'plan_to_watch': '24043'}, 'num_list_users': 43792}",2000-03-29
9768,Shima Shima Tora no Shimajirou,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/27049.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/27049l.jpg'}",1993-12-13,"Shimajiro a tiger boy, Mimirin a rabbit girl, Torippii a parrot boy, Ramurin a sheep girl has an adventure in challenge island where they live.",6.08,8869.0,13173,942,285,white,2010-11-02T01:04:16+00:00,2023-10-15T05:27:40+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 51, 'name': 'Anthropomorphic'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",726,"{'year': 1994, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '18:00'}",original,1410,g,,"[{'id': 256, 'name': 'Studio Kikan'}]","{'status': {'watching': '64', 'completed': '387', 'on_hold': '45', 'dropped': '184', 'plan_to_watch': '261'}, 'num_list_users': 941}",2008-03-31
40078,Popolocrois Monogatari Pilot,"{'medium': 'https://cdn.myanimelist.net/images/anime/1382/105387.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1382/105387l.jpg'}",2000-03-23,A pilot for a proposed Popolocrois Monogatari animation project in 1993. It was publicly released 7 years later on the first DVD volume of Popolocrois Monogatari. The pilot's main purpose was to find funding for a theatrical film that was quickly morphed into a possible TV anime instead (which finally happened half a decade later).,5.85,9968.0,16817,372,108,white,2019-07-09T14:36:18+00:00,2020-03-25T06:12:59+00:00,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",1,"{'year': 2000, 'season': 'winter'}",,game,202,g,,[],"{'status': {'watching': '16', 'completed': '177', 'on_hold': '4', 'dropped': '41', 'plan_to_watch': '134'}, 'num_list_users': 372}",2000-03-23
44588,The Gregory Gallery Tour Special,"{'medium': 'https://cdn.myanimelist.net/images/anime/1473/110701.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1473/110701l.jpg'}",2000-03-03,"Three unbroadcasted exclusive Special shorts of Gregory Horror Show (presented as bonus videos on the first series DVDs volumes 1-3 in Japan only), containing stories featuring Gregory himself as a guide, giving his commentary and thoughts on each of the guests in the hotel, also displaying paintings based around the said guests.

(Source: Wikipedia)",5.71,10550.0,15784,462,172,white,2020-12-13T12:16:04+00:00,2021-04-09T02:44:23+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 6, 'name': 'Mythology'}, {'id': 37, 'name': 'Supernatural'}]",3,"{'year': 2000, 'season': 'winter'}",,original,600,pg_13,,"[{'id': 398, 'name': 'Milky Cartoon'}]","{'status': {'watching': '27', 'completed': '230', 'on_hold': '3', 'dropped': '39', 'plan_to_watch': '163'}, 'num_list_users': 462}",2000-06-21
5189,Chou Tokkyuu Hikarian,"{'medium': 'https://cdn.myanimelist.net/images/anime/7/74463.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/74463l.jpg'}",1997-04-02,"Chou Tokkyuu Hikarian is about a series of bullet trains that are turned into robots. The robots, along with two humans named Tetsuyuki Shinbashi and Minayo Kanda, have to stop an alien invasion.

(Source: Wikipedia)",6.11,8734.0,13302,907,342,white,2008-09-04T06:21:08+00:00,2021-02-08T06:51:50+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 15, 'name': 'Kids'}]",156,"{'year': 1997, 'season': 'spring'}",,,420,g,,[],"{'status': {'watching': '51', 'completed': '420', 'on_hold': '38', 'dropped': '144', 'plan_to_watch': '252'}, 'num_list_users': 905}",2000-03-29
18533,Jungle Taitei Leo: Hon-o-ji,"{'medium': 'https://cdn.myanimelist.net/images/anime/12/49585.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/49585l.jpg'}",2000-03-18,"This is one of a number of original animated short films made for viewing at Tezuka Osamu World's Tezuka Osamu Animation Theater in Kyoto.

(Source: ANN)",6.08,8903.0,13429,876,309,white,2013-04-28T09:46:41+00:00,2020-11-14T16:48:35+00:00,movie,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}]",1,"{'year': 2000, 'season': 'winter'}",,manga,540,g,,[],"{'status': {'watching': '28', 'completed': '488', 'on_hold': '21', 'dropped': '70', 'plan_to_watch': '269'}, 'num_list_users': 876}",2000-03-18
10077,Sango no Umi to Ouji,"{'medium': 'https://cdn.myanimelist.net/images/anime/3/28054.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/28054l.jpg'}",2000-02,"On the island of Okinawa, driven by his kindhearted nature, a boy named Ray determines to stop the destruction of the island's natural forests and coral reef, no matter what he has to give. What will he give to stop a tidal wave from killing the island's people?",5.37,11755.0,14205,693,238,white,2010-12-22T18:09:03+00:00,2021-08-31T14:03:23+00:00,ova,finished_airing,"[{'id': 10, 'name': 'Fantasy'}]",1,"{'year': 2000, 'season': 'winter'}",,original,1895,pg_13,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '34', 'completed': '319', 'on_hold': '15', 'dropped': '66', 'plan_to_watch': '259'}, 'num_list_users': 693}",2000-02
36528,Kakyuusei (TV): Hajimemashite Tina!,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/88233.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/88233l.jpg'}",2000-03-24,"An unreleased episode of Kakyuusei (1999) that was available on the 7th VHS/DVD. It is set in an alternate universe where Ai and Miko aren't the main heroines. It focuses on Tina's (an alien who can fly) love conquest of Tsuyoshi. Tina, along with several other characters featured, were absent from the main series.",5.51,11308.0,12807,1043,323,white,2017-10-07T00:00:21+00:00,2018-10-14T19:02:08+00:00,special,finished_airing,"[{'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}]",1,"{'year': 2000, 'season': 'winter'}",,visual_novel,1581,r+,,"[{'id': 2342, 'name': 'PP Project'}]","{'status': {'watching': '80', 'completed': '467', 'on_hold': '31', 'dropped': '51', 'plan_to_watch': '414'}, 'num_list_users': 1043}",2000-03-24
5477,Gozonji! Gekkou Kamen-kun,"{'medium': 'https://cdn.myanimelist.net/images/anime/9/11367.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/9/11367l.jpg'}",1999-10-03,"Gekkou Kamen is retired on the moon, so his trusty motorbike returns to Earth to find a new hero to take over the job of defending the Earth from alien invaders.",6.24,8055.0,14238,684,146,white,2008-11-06T18:43:04+00:00,2021-12-07T07:17:24+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 24, 'name': 'Sci-Fi'}]",25,"{'year': 1999, 'season': 'fall'}",,other,1500,g,,"[{'id': 60, 'name': 'Actas'}, {'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '40', 'completed': '206', 'on_hold': '21', 'dropped': '98', 'plan_to_watch': '318'}, 'num_list_users': 683}",2000-03-26
9947,Lan Mao,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/27512.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/27512l.jpg'}",1999-10-08,"Adventures include going into deep sea and accompanying dinosaurs. The shows are mainly based on science or science fiction. It has been popular in China, one reason might be the fact that many of the Chinese youth have been sending questions to the studio, and the studio answers them with one of Lan Mao's adventures. Lan Mao is sometimes impulsive, and in the end gets nothing but trouble.

(Source: Wikipedia)",5.99,9301.0,13592,837,207,white,2010-12-03T08:49:39+00:00,2021-08-04T22:29:37+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}]",3057,"{'year': 1999, 'season': 'fall'}",{'day_of_the_week': 'other'},original,690,pg,,[],"{'status': {'watching': '96', 'completed': '196', 'on_hold': '44', 'dropped': '269', 'plan_to_watch': '231'}, 'num_list_users': 836}",2001-08
5478,Bikkuriman 2000,"{'medium': 'https://cdn.myanimelist.net/images/anime/1477/96439.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1477/96439l.jpg'}",1999-11-01,More adventures of Bikkuriman.,6.03,9130.0,14866,576,151,white,2008-11-06T18:53:21+00:00,2010-11-21T22:54:03+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",68,"{'year': 1999, 'season': 'fall'}","{'day_of_the_week': 'monday', 'start_time': '18:30'}",,1470,g,,[],"{'status': {'watching': '34', 'completed': '214', 'on_hold': '20', 'dropped': '113', 'plan_to_watch': '193'}, 'num_list_users': 574}",2001-02-22
10607,Rerere no Tensai Bakabon,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/60847.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/60847l.jpg'}",1999-10-19,"This story contains a lot of humor and edgy jokes that attract an audience ranging from toddlers to adults. Bakabon and his father turn common sense on its head. After all, common sense, that we take for granted, is frequently nonsensical, but comical. Bakabon's father has his own philosophy and he leaves no stone unturned in his quest for answers. Bakabon joins him in his philosophical quests which drive the people in their town crazy. 

(Source: pierrot.jp)",6.16,8457.0,13801,787,221,white,2011-04-16T12:54:30+00:00,2018-07-12T23:03:37+00:00,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}]",24,"{'year': 1999, 'season': 'fall'}",,manga,1500,g,,"[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '41', 'completed': '314', 'on_hold': '38', 'dropped': '136', 'plan_to_watch': '258'}, 'num_list_users': 787}",2000-03-21
12361,Track City,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/34761.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/34761l.jpg'}",2000-01-05,"Jimmy was a typical boy who liked to play computer games. One day he was playing a game called 'Track City' when suddenly he got transported into the game world! Once he regained consciousness, a woman who apparently is the mayoress of the city explains to him that the world is threaten by a powerful malign virus and her allies and their only hope is to ask for the help of the ""Legendary racer"", the best player of 'Track City"". Things get complicated when Jimmy learns that the game made a mistake and confused him with the Legendary racer! Will Jimmy learn the necessary skills to defeat the viruses that threaten the world? Or will he be erased by the 'big head', the heavenly punisher that annihilates those who cannot achieve victory?",5.92,9675.0,12008,1355,511,white,2011-12-13T23:27:19+00:00,2021-12-31T01:59:53+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 3, 'name': 'Racing'}]",26,"{'year': 2000, 'season': 'winter'}",,,1440,pg,,"[{'id': 523, 'name': 'SBS TV Production'}]","{'status': {'watching': '65', 'completed': '690', 'on_hold': '34', 'dropped': '160', 'plan_to_watch': '406'}, 'num_list_users': 1355}",2002-05-30
1469,Monster Farm: Enbanseki no Himitsu,"{'medium': 'https://cdn.myanimelist.net/images/anime/1044/113641.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1044/113641l.jpg'}",1999-04-17,"Genki is a boy who loves playing video games. One day he's zapped into the world of Monster Rancher and meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare. Together, they are searching for a way to revive the Phoenix, which is the only monster capable of stopping the evil Moo.

(Source: ANN)",6.79,5070.0,3215,44012,23015,white,2006-08-30T15:03:36+00:00,2022-04-13T10:47:55+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}]",48,"{'year': 1999, 'season': 'spring'}","{'day_of_the_week': 'saturday', 'start_time': '07:30'}",game,1440,pg_13,,"[{'id': 73, 'name': 'TMS Entertainment'}]","{'status': {'watching': '1564', 'completed': '30101', 'on_hold': '2177', 'dropped': '3585', 'plan_to_watch': '6581'}, 'num_list_users': 44008}",2000-03-25
1018,Majutsushi Orphen: Revenge,"{'medium': 'https://cdn.myanimelist.net/images/anime/8/61841.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/61841l.jpg'}",1999-10-02,"Orphen and his gang has set out on an all new adventure with many monsters to battle and no peace and quiet. But a new friend has joined the group. Her name Lycorus who was sent to find Orphen. Many mysterious shadows are overhanging over head. 

(Source: ANN)",6.76,5226.0,4895,18251,7178,white,2006-05-31T16:48:12+00:00,2022-12-13T12:56:43+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}]",23,"{'year': 1999, 'season': 'fall'}","{'day_of_the_week': 'saturday', 'start_time': '17:00'}",light_novel,1454,pg_13,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '822', 'completed': '9955', 'on_hold': '618', 'dropped': '704', 'plan_to_watch': '6150'}, 'num_list_users': 18249}",2000-03-25
2406,Sazae-san,"{'medium': 'https://cdn.myanimelist.net/images/anime/1008/98996.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1008/98996l.jpg'}",1969-10-05,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. 

(Source: AniDB)",6.11,8709.0,6769,8135,1829,white,2007-04-29T21:39:08+00:00,2022-04-12T14:04:58+00:00,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,"{'year': 1969, 'season': 'fall'}","{'day_of_the_week': 'sunday', 'start_time': '18:30'}",4_koma_manga,1440,g,Sazae-san currently holds the Guinness World Record for the longest running animated television series.,"[{'id': 191, 'name': 'Eiken'}]","{'status': {'watching': '2116', 'completed': 0, 'on_hold': '713', 'dropped': '1779', 'plan_to_watch': '3526'}, 'num_list_users': 8134}",
554,Koutetsu Tenshi Kurumi,"{'medium': 'https://cdn.myanimelist.net/images/anime/1036/97570.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1036/97570l.jpg'}",1999-10-05,"During Japan's Taisho Era (1912-1926), a scientist named Ayanokoji developed the Steel Angel - an artificial humanoid with superhuman physical abilities. While the Imperial Army wanted to use the Steel Angel as a new means of modern warfare, Ayanokoji wanted his creation to be a new step in the future of mankind. Thus, he defied orders from the Army and secretly made the Steel Angel codenamed ""Kurumi"". Then one day, a young boy named Nakahito Kagura snuck into Ayanokoji's house as a dare by his friends and stumbled upon Kurumi's lifeless body. A sudden attack by the Imperial Army shook the house, causing Kurumi to fall on Nakahito. At that moment, their lips met, and Kurumi woke up from ""the kiss that started a miracle"". 

(Source: ANN)",6.75,5292.0,4312,24606,10167,white,2006-01-07T08:55:17+00:00,2023-01-13T12:05:43+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 22, 'name': 'Romance'}]",24,"{'year': 1999, 'season': 'fall'}","{'day_of_the_week': 'tuesday', 'start_time': '19:00'}",original,900,r+,,"[{'id': 28, 'name': 'OLM'}]","{'status': {'watching': '1151', 'completed': '13463', 'on_hold': '963', 'dropped': '1324', 'plan_to_watch': '7698'}, 'num_list_users': 24599}",2000-04-04
1769,Oh! Super Milk-chan,"{'medium': 'https://cdn.myanimelist.net/images/anime/1189/134405.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1189/134405l.jpg'}",2000-01-27,"Milk-chan is a drooling, potty-mouthed baby who lives in an apartment with an obsolete robot named Tetsuko, a slug named Hanage, and an uncontrollable pet named Robodog. Whenever the President calls, Milk-chan and the gang rush to the scene to solve any type of problem - whether it's stopping a money counterfeiter hungry for Belgian waffles or counselling a school of drunk fish. At the same time, they have to avoid a nagging landlord, as they're six months behind their rent.

(Source: ANN)",6.02,9167.0,7812,5632,2477,white,2006-12-18T19:25:59+00:00,2022-04-17T04:20:10+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 24, 'name': 'Sci-Fi'}]",12,"{'year': 2000, 'season': 'winter'}","{'day_of_the_week': 'thursday', 'start_time': '18:30'}",original,1260,r,,"[{'id': 1, 'name': 'Pierrot'}]","{'status': {'watching': '251', 'completed': '2981', 'on_hold': '241', 'dropped': '745', 'plan_to_watch': '1412'}, 'num_list_users': 5630}",2000-04-13
2536,Angelique: Shiroi Tsubasa no Memoire,"{'medium': 'https://cdn.myanimelist.net/images/anime/5/17872.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/17872l.jpg'}",2000-03-25,"Angelique...
...started as a dating simulation game for girls back in 1994 on the Super Famicom. The player took on the role of Angelique Limoges, an ordinary schoolgirl summoned to the Sanctuary of the Queen of the Cosmos. She had been chosen to compete in a contest to determine the next Queen. Angelique was clumsy and foolish in comparison to her rival, Rosalia de Cartagena, a refined girl who had been training since birth to compete in the Queen Examination.

What was this Examination, anyway? The girls had to use the powers, or Sacrea, of the Queen's nine Guardians to cultivate a barren continent. The girl whose population reached the center island connecting the two continents would become the next Queen. But with the nine handsome Guardians around, it was hard to decide between power or love...

Made up of 4 OVAs, each of which has multiple parts.

(Source: Neo-Romance)",5.75,10394.0,9382,3330,1047,white,2007-05-27T17:12:48+00:00,2023-06-26T07:25:39+00:00,ova,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 25, 'name': 'Shoujo'}]",2,"{'year': 2000, 'season': 'winter'}",,visual_novel,1800,pg_13,,"[{'id': 96, 'name': 'Yumeta Company'}]","{'status': {'watching': '108', 'completed': '1562', 'on_hold': '90', 'dropped': '168', 'plan_to_watch': '1401'}, 'num_list_users': 3329}",2000-06-27
6385,Pokemon: Yadoking no Ichinichi,"{'medium': 'https://cdn.myanimelist.net/images/anime/4/26239.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/4/26239l.jpg'}",2000-01-01,"It consists of nothing but Pokémon-speak--similar to the mini-movies that air with each theatrical movie. It's a short special based on life of the Pokémon Slowking.

(Source: Bulbapedia and Graffitti studio) ",6.14,8542.0,5528,13320,6442,white,2009-04-19T07:26:49+00:00,2021-05-16T03:19:08+00:00,special,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",1,"{'year': 2000, 'season': 'winter'}",,game,180,pg,,"[{'id': 28, 'name': 'OLM'}]","{'status': {'watching': '124', 'completed': '10969', 'on_hold': '116', 'dropped': '187', 'plan_to_watch': '1923'}, 'num_list_users': 13319}",2000-01-01
